,Home Team,Away Team,Home Team Score,Away Team Score
1130,Washington Nationals,Philadelphia Phillies,3,2
1131,Washington Nationals,Philadelphia Phillies,5,8
1132,Atlanta Braves,Pittsburgh Pirates,2,1
1133,Arizona D'Backs,San Diego Padres,6,4
1134,Colorado Rockies,San Francisco Giants,3,6
1135,Chicago Cubs,St. Louis Cardinals,1,4
1136,Boston Red Sox,Tampa Bay Rays,5,3
1137,Texas Rangers,Toronto Blue Jays,2,3
1138,New York Yankees,Los Angeles Angels,1,4
1139,Los Angeles Dodgers,Arizona D'Backs,6,10
1140,Texas Rangers,Baltimore Orioles,8,1
1141,Minnesota Twins,Cincinnati Reds,7,11
1142,Kansas City Royals,Houston Astros,1,6
1143,Colorado Rockies,Oakland Athletics,1,7
1144,Milwaukee Brewers,Philadelphia Phillies,7,4
1145,Cleveland Indians,Tampa Bay Rays,7,1
1146,Boston Red Sox,Toronto Blue Jays,3,1
1147,New York Yankees,Los Angeles Angels,1,2
1148,Los Angeles Dodgers,Arizona D'Backs,6,4
1149,Washington Nationals,Atlanta Braves,6,1
1150,Texas Rangers,Baltimore Orioles,8,6
1151,Minnesota Twins,Cincinnati Reds,8,5
1152,Pittsburgh Pirates,Detroit Tigers,5,4
1153,Kansas City Royals,Houston Astros,0,4
1154,San Francisco Giants,Miami Marlins,3,5
1155,Chicago Cubs,New York Mets,1,0
1156,Colorado Rockies,Oakland Athletics,2,1
1157,Milwaukee Brewers,Philadelphia Phillies,4,3
1158,Seattle Mariners,San Diego Padres,5,0
1159,Chicago White Sox,St. Louis Cardinals,2,1
1160,Cleveland Indians,Tampa Bay Rays,6,2
1161,Boston Red Sox,Toronto Blue Jays,4,3
1162,New York Yankees,Los Angeles Angels,3,1
1163,Los Angeles Dodgers,Arizona D'Backs,4,3
1164,Washington Nationals,Atlanta Braves,1,4
1165,Texas Rangers,Baltimore Orioles,2,4
1166,Minnesota Twins,Cincinnati Reds,1,2
1167,Pittsburgh Pirates,Detroit Tigers,9,3
1168,Kansas City Royals,Houston Astros,5,6
1169,San Francisco Giants,Miami Marlins,5,6
1170,Chicago Cubs,New York Mets,2,0
1171,Colorado Rockies,Oakland Athletics,1,4
1172,Milwaukee Brewers,Philadelphia Phillies,9,5
1173,Seattle Mariners,San Diego Padres,7,0
1174,Chicago White Sox,St. Louis Cardinals,7,1
1175,Cleveland Indians,Tampa Bay Rays,8,1
1176,Boston Red Sox,Toronto Blue Jays,2,11
1177,Colorado Rockies,Arizona D'Backs,1,8
1178,Washington Nationals,Atlanta Braves,1,2
1179,Texas Rangers,Baltimore Orioles,2,0
1180,Pittsburgh Pirates,Detroit Tigers,8,4
1181,Minnesota Twins,Kansas City Royals,2,0
1182,San Francisco Giants,Miami Marlins,4,5
1183,Chicago Cubs,New York Mets,6,1
1184,Seattle Mariners,Oakland Athletics,0,4
1185,Milwaukee Brewers,Philadelphia Phillies,8,7
1186,San Diego Padres,St. Louis Cardinals,5,3
1187,Cleveland Indians,Tampa Bay Rays,5,4
1188,Boston Red Sox,Toronto Blue Jays,12,6
1189,Colorado Rockies,Arizona D'Backs,3,4
1190,Philadelphia Phillies,Atlanta Braves,1,2
1191,Houston Astros,Boston Red Sox,12,8
1192,Baltimore Orioles,Chicago White Sox,0,1
1193,Miami Marlins,Chicago Cubs,2,1
1194,Milwaukee Brewers,Cincinnati Reds,12,1
1195,Toronto Blue Jays,Detroit Tigers,6,8
1196,Minnesota Twins,Kansas City Royals,2,3
1197,New York Mets,Los Angeles Dodgers,2,1
1198,Tampa Bay Rays,New York Yankees,5,7
1199,Seattle Mariners,Oakland Athletics,9,5
1200,Cleveland Indians,Pittsburgh Pirates,5,2
1201,San Diego Padres,St. Louis Cardinals,2,1
1202,Los Angeles Angels,Texas Rangers,8,2
1203,San Francisco Giants,Washington Nationals,1,2
1204,Colorado Rockies,Arizona D'Backs,3,7
1205,Philadelphia Phillies,Atlanta Braves,5,9
1206,Houston Astros,Boston Red Sox,1,6
1207,Baltimore Orioles,Chicago White Sox,2,3
1208,Miami Marlins,Chicago Cubs,2,7
1209,Milwaukee Brewers,Cincinnati Reds,7,3
1210,Toronto Blue Jays,Detroit Tigers,3,8
1211,Minnesota Twins,Kansas City Royals,5,3
1212,New York Mets,Los Angeles Dodgers,3,4
1213,Tampa Bay Rays,New York Yankees,2,3
1214,Seattle Mariners,Oakland Athletics,0,2
1215,Cleveland Indians,Pittsburgh Pirates,0,1
1216,San Diego Padres,St. Louis Cardinals,1,2
1217,Los Angeles Angels,Texas Rangers,13,0
1218,San Francisco Giants,Washington Nationals,3,9
1219,Colorado Rockies,Arizona D'Backs,6,4
1220,Philadelphia Phillies,Atlanta Braves,4,0
1221,Houston Astros,Boston Red Sox,4,5
1222,Baltimore Orioles,Chicago White Sox,9,1
1223,Miami Marlins,Chicago Cubs,0,2
1224,Milwaukee Brewers,Cincinnati Reds,6,1
1225,Toronto Blue Jays,Detroit Tigers,10,5
1226,Minnesota Twins,Kansas City Royals,2,3
1227,New York Mets,Los Angeles Dodgers,8,0
1228,Tampa Bay Rays,New York Yankees,8,1
1229,Seattle Mariners,Oakland Athletics,2,1
1230,Cleveland Indians,Pittsburgh Pirates,3,5
1231,San Diego Padres,St. Louis Cardinals,1,3
1232,Los Angeles Angels,Texas Rangers,12,6
1233,San Francisco Giants,Washington Nationals,1,3
1234,Toronto Blue Jays,Chicago White Sox,2,4
1235,St. Louis Cardinals,Chicago Cubs,6,0
1236,Houston Astros,Cleveland Indians,9,4
1237,Philadelphia Phillies,Los Angeles Dodgers,7,10
1238,Atlanta Braves,Milwaukee Brewers,5,3
1239,Baltimore Orioles,Minnesota Twins,2,4
1240,San Diego Padres,Pittsburgh Pirates,1,2
1241,Detroit Tigers,Seattle Mariners,12,5
1242,New York Mets,San Francisco Giants,3,0
1243,Cincinnati Reds,Washington Nationals,3,2
1244,Miami Marlins,Boston Red Sox,3,4
1245,Toronto Blue Jays,Chicago White Sox,2,1
1246,St. Louis Cardinals,Chicago Cubs,4,7
1247,St. Louis Cardinals,Chicago Cubs,3,5
1248,Houston Astros,Cleveland Indians,0,2
1249,Los Angeles Angels,Colorado Rockies,10,2
1250,Tampa Bay Rays,Kansas City Royals,5,9
1251,Tampa Bay Rays,Kansas City Royals,1,7
1252,Philadelphia Phillies,Los Angeles Dodgers,7,2
1253,Atlanta Braves,Milwaukee Brewers,4,3
1254,Baltimore Orioles,Minnesota Twins,3,8
1255,Oakland Athletics,New York Yankees,4,3
1256,San Diego Padres,Pittsburgh Pirates,2,3
1257,Detroit Tigers,Seattle Mariners,6,7
1258,New York Mets,San Francisco Giants,0,3
1259,Arizona D'Backs,Texas Rangers,4,2
1260,Cincinnati Reds,Washington Nationals,5,0
1261,Miami Marlins,Boston Red Sox,3,6
1262,Toronto Blue Jays,Chicago White Sox,6,7
1263,St. Louis Cardinals,Chicago Cubs,6,5
1264,Houston Astros,Cleveland Indians,2,4
1265,Los Angeles Angels,Colorado Rockies,3,2
1266,Tampa Bay Rays,Kansas City Royals,7,9
1267,Philadelphia Phillies,Los Angeles Dodgers,0,5
1268,Atlanta Braves,Milwaukee Brewers,5,6
1269,Baltimore Orioles,Minnesota Twins,3,5
1270,Oakland Athletics,New York Yankees,4,5
1271,San Diego Padres,Pittsburgh Pirates,2,5
1272,Detroit Tigers,Seattle Mariners,5,4
1273,New York Mets,San Francisco Giants,4,1
1274,Arizona D'Backs,Texas Rangers,7,4
1275,Toronto Blue Jays,Chicago White Sox,0,2
1276,Houston Astros,Cleveland Indians,1,3
1277,Atlanta Braves,Colorado Rockies,3,5
1278,Tampa Bay Rays,Kansas City Royals,3,8
1279,Philadelphia Phillies,Los Angeles Dodgers,0,6
1280,Cincinnati Reds,Miami Marlins,0,2
1281,Detroit Tigers,Minnesota Twins,4,2
1282,Oakland Athletics,New York Yankees,2,6
1283,St. Louis Cardinals,Pittsburgh Pirates,4,1
1284,Los Angeles Angels,Seattle Mariners,2,7
1285,Washington Nationals,Baltimore Orioles,2,3
1286,New York Yankees,Boston Red Sox,5,1
1287,Chicago White Sox,Chicago Cubs,1,0
1288,Oakland Athletics,Cleveland Indians,1,5
1289,Atlanta Braves,Colorado Rockies,3,5
1290,Toronto Blue Jays,Kansas City Royals,0,3
1291,Milwaukee Brewers,Los Angeles Dodgers,2,3
1292,Cincinnati Reds,Miami Marlins,1,0
1293,Detroit Tigers,Minnesota Twins,6,8
1294,Arizona D'Backs,New York Mets,2,4
1295,St. Louis Cardinals,Pittsburgh Pirates,2,5
1296,Los Angeles Angels,Seattle Mariners,7,3
1297,Philadelphia Phillies,San Francisco Giants,2,15
1298,Houston Astros,Tampa Bay Rays,1,3
1299,San Diego Padres,Texas Rangers,3,4
1300,Washington Nationals,Baltimore Orioles,7,4
1301,New York Yankees,Boston Red Sox,3,5
1302,Chicago White Sox,Chicago Cubs,5,1
1303,Oakland Athletics,Cleveland Indians,5,4
1304,Atlanta Braves,Colorado Rockies,2,3
1305,Toronto Blue Jays,Kansas City Royals,6,2
1306,Milwaukee Brewers,Los Angeles Dodgers,7,1
1307,Cincinnati Reds,Miami Marlins,3,14
1308,Detroit Tigers,Minnesota Twins,5,9
1309,Arizona D'Backs,New York Mets,2,4
1310,St. Louis Cardinals,Pittsburgh Pirates,5,6
1311,Los Angeles Angels,Seattle Mariners,0,5
1312,Philadelphia Phillies,San Francisco Giants,5,8
1313,Houston Astros,Tampa Bay Rays,0,3
1314,San Diego Padres,Texas Rangers,6,5
1315,Washington Nationals,Baltimore Orioles,3,2
1316,New York Yankees,Boston Red Sox,8,6
1317,Chicago White Sox,Chicago Cubs,1,3
1318,Oakland Athletics,Cleveland Indians,2,0
1319,Atlanta Braves,Colorado Rockies,3,11
1320,Toronto Blue Jays,Kansas City Royals,10,11
1321,Milwaukee Brewers,Los Angeles Dodgers,3,4
1322,Cincinnati Reds,Miami Marlins,1,8
1323,Detroit Tigers,Minnesota Twins,1,7
1324,Arizona D'Backs,New York Mets,3,5
1325,St. Louis Cardinals,Pittsburgh Pirates,5,6
1326,Los Angeles Angels,Seattle Mariners,10,3
1327,Philadelphia Phillies,San Francisco Giants,2,4
1328,Houston Astros,Tampa Bay Rays,3,4
1329,San Diego Padres,Texas Rangers,2,1
1330,Boston Red Sox,Los Angeles Angels,0,1
1331,San Francisco Giants,Arizona D'Backs,6,5
1332,Chicago Cubs,Atlanta Braves,2,4
1333,Kansas City Royals,Chicago White Sox,4,2
1334,Kansas City Royals,Chicago White Sox,0,2
1335,Cleveland Indians,Cincinnati Reds,1,6
1336,Baltimore Orioles,Detroit Tigers,3,7
1337,Texas Rangers,Houston Astros,2,3
1338,Pittsburgh Pirates,Milwaukee Brewers,1,4
1339,Seattle Mariners,New York Yankees,3,4
1340,Minnesota Twins,Oakland Athletics,5,0
1341,Miami Marlins,Philadelphia Phillies,3,6
1342,Colorado Rockies,San Diego Padres,2,4
1343,New York Mets,St. Louis Cardinals,2,3
1344,Tampa Bay Rays,Toronto Blue Jays,2,6
1345,Los Angeles Dodgers,Washington Nationals,3,5
1346,Boston Red Sox,Los Angeles Angels,0,3
1347,San Francisco Giants,Arizona D'Backs,8,4
1348,Chicago Cubs,Atlanta Braves,4,0
1349,Kansas City Royals,Chicago White Sox,7,6
1350,Cleveland Indians,Cincinnati Reds,9,4
1351,Baltimore Orioles,Detroit Tigers,3,0
1352,Texas Rangers,Houston Astros,7,6
1353,Pittsburgh Pirates,Milwaukee Brewers,5,8
1354,Seattle Mariners,New York Yankees,4,3
1355,Minnesota Twins,Oakland Athletics,2,3
1356,Miami Marlins,Philadelphia Phillies,1,3
1357,Colorado Rockies,San Diego Padres,4,5
1358,New York Mets,St. Louis Cardinals,2,12
1359,Tampa Bay Rays,Toronto Blue Jays,3,2
1360,Los Angeles Dodgers,Washington Nationals,4,2
1361,San Francisco Giants,Arizona D'Backs,2,1
1362,Chicago Cubs,Atlanta Braves,4,1
1363,Kansas City Royals,Chicago White Sox,4,1
1364,Cleveland Indians,Cincinnati Reds,5,3
1365,Baltimore Orioles,Detroit Tigers,9,3
1366,Texas Rangers,Houston Astros,0,10
1367,Pittsburgh Pirates,Milwaukee Brewers,1,6
1368,Seattle Mariners,New York Yankees,1,2
1369,Minnesota Twins,Oakland Athletics,1,14
1370,Miami Marlins,Philadelphia Phillies,7,8
1371,New York Mets,St. Louis Cardinals,3,1
1372,Tampa Bay Rays,Toronto Blue Jays,0,4
1373,Los Angeles Dodgers,Washington Nationals,5,0
1374,Boston Red Sox,Los Angeles Angels,1,11
1375,Boston Red Sox,Los Angeles Angels,3,7
1376,Miami Marlins,Arizona D'Backs,1,3
1377,Los Angeles Dodgers,Atlanta Braves,5,7
1378,Chicago Cubs,Cincinnati Reds,4,5
1379,Texas Rangers,Colorado Rockies,7,8
1380,Seattle Mariners,Detroit Tigers,4,5
1381,Pittsburgh Pirates,Kansas City Royals,10,7
1382,Tampa Bay Rays,Philadelphia Phillies,3,5
1383,San Francisco Giants,San Diego Padres,2,4
1384,New York Mets,Washington Nationals,2,7
1385,Minnesota Twins,Los Angeles Angels,0,7
1386,Miami Marlins,Arizona D'Backs,3,0
1387,Los Angeles Dodgers,Atlanta Braves,3,4
1388,St. Louis Cardinals,Chicago White Sox,8,5
1389,Chicago Cubs,Cincinnati Reds,5,4
1390,Texas Rangers,Colorado Rockies,9,0
1391,Seattle Mariners,Detroit Tigers,11,9
1392,Boston Red Sox,Houston Astros,3,8
1393,Pittsburgh Pirates,Kansas City Royals,1,3
1394,Cleveland Indians,Milwaukee Brewers,1,8
1395,Baltimore Orioles,New York Yankees,2,3
1396,Toronto Blue Jays,Oakland Athletics,7,1
1397,Tampa Bay Rays,Philadelphia Phillies,1,0
1398,San Francisco Giants,San Diego Padres,9,3
1399,New York Mets,Washington Nationals,7,2
1400,Minnesota Twins,Los Angeles Angels,2,5
1401,Miami Marlins,Arizona D'Backs,5,3
1402,Los Angeles Dodgers,Atlanta Braves,3,1
1403,St. Louis Cardinals,Chicago White Sox,3,2
1404,Chicago Cubs,Cincinnati Reds,1,9
1405,Chicago Cubs,Cincinnati Reds,6,5
1406,Texas Rangers,Colorado Rockies,10,8
1407,Seattle Mariners,Detroit Tigers,4,9
1408,Boston Red Sox,Houston Astros,2,4
1409,Pittsburgh Pirates,Kansas City Royals,1,5
1410,Cleveland Indians,Milwaukee Brewers,7,5
1411,Baltimore Orioles,New York Yankees,3,4
1412,Toronto Blue Jays,Oakland Athletics,3,4
1413,Tampa Bay Rays,Philadelphia Phillies,4,5
1414,San Francisco Giants,San Diego Padres,7,1
1415,New York Mets,Washington Nationals,3,4
1416,Minnesota Twins,Los Angeles Angels,3,0
1417,Milwaukee Brewers,Arizona D'Backs,3,8
1418,Chicago White Sox,Cleveland Indians,8,1
1419,Seattle Mariners,Detroit Tigers,3,2
1420,Boston Red Sox,Houston Astros,4,5
1421,Baltimore Orioles,New York Yankees,3,9
1422,Los Angeles Dodgers,New York Mets,3,0
1423,Toronto Blue Jays,Oakland Athletics,5,2
1424,Washington Nationals,Pittsburgh Pirates,3,7
1425,Miami Marlins,San Diego Padres,4,0
1426,Kansas City Royals,St. Louis Cardinals,3,4
1427,Texas Rangers,Los Angeles Angels,4,2
1428,Milwaukee Brewers,Arizona D'Backs,2,1
1429,Detroit Tigers,Boston Red Sox,1,2
1430,Philadelphia Phillies,Chicago Cubs,5,3
1431,Chicago White Sox,Cleveland Indians,6,0
1432,Cincinnati Reds,Colorado Rockies,5,6
1433,Houston Astros,Kansas City Royals,4,0
1434,New York Yankees,Minnesota Twins,1,10
1435,Los Angeles Dodgers,New York Mets,7,2
1436,Washington Nationals,Pittsburgh Pirates,5,7
1437,Miami Marlins,San Diego Padres,1,3
1438,Toronto Blue Jays,Seattle Mariners,2,5
1439,Oakland Athletics,San Francisco Giants,3,9
1440,Atlanta Braves,St. Louis Cardinals,2,4
1441,Baltimore Orioles,Tampa Bay Rays,1,3
1442,Texas Rangers,Los Angeles Angels,7,6
1443,Milwaukee Brewers,Arizona D'Backs,0,2
1444,Detroit Tigers,Boston Red Sox,5,1
1445,Philadelphia Phillies,Chicago Cubs,5,0
1446,Chicago White Sox,Cleveland Indians,10,3
1447,Cincinnati Reds,Colorado Rockies,5,2
1448,Houston Astros,Kansas City Royals,1,2
1449,New York Yankees,Minnesota Twins,8,5
1450,Los Angeles Dodgers,New York Mets,2,15
1451,Washington Nationals,Pittsburgh Pirates,9,3
1452,Miami Marlins,San Diego Padres,1,3
1453,Toronto Blue Jays,Seattle Mariners,8,6
1454,Oakland Athletics,San Francisco Giants,1,2
1455,Atlanta Braves,St. Louis Cardinals,0,1
1456,Baltimore Orioles,Tampa Bay Rays,5,1
1457,Texas Rangers,Los Angeles Angels,7,13
1458,Milwaukee Brewers,Arizona D'Backs,0,3
1459,Detroit Tigers,Boston Red Sox,1,11
1460,Philadelphia Phillies,Chicago Cubs,11,5
1461,Chicago White Sox,Cleveland Indians,2,1
1462,Cincinnati Reds,Colorado Rockies,7,17
1463,Houston Astros,Kansas City Royals,1,5
1464,New York Yankees,Minnesota Twins,7,2
1465,Los Angeles Dodgers,New York Mets,2,3
1466,Washington Nationals,Pittsburgh Pirates,1,3
1467,Miami Marlins,San Diego Padres,2,3
1468,Toronto Blue Jays,Seattle Mariners,5,6
1469,Oakland Athletics,San Francisco Giants,3,4
1470,Atlanta Braves,St. Louis Cardinals,3,2
1471,Baltimore Orioles,Tampa Bay Rays,5,2
1472,Atlanta Braves,Baltimore Orioles,1,2
1473,Chicago White Sox,Boston Red Sox,10,8
1474,Colorado Rockies,Chicago Cubs,8,9
1475,Kansas City Royals,Cleveland Indians,9,4
1476,Arizona D'Backs,Seattle Mariners,4,3
1477,Milwaukee Brewers,San Francisco Giants,2,4
1478,Cincinnati Reds,St. Louis Cardinals,1,4
1479,Detroit Tigers,Tampa Bay Rays,2,5
1480,New York Yankees,Texas Rangers,6,2
1481,Atlanta Braves,Baltimore Orioles,3,7
1482,Chicago White Sox,Boston Red Sox,9,4
1483,Colorado Rockies,Chicago Cubs,7,2
1484,Kansas City Royals,Cleveland Indians,2,1
1485,Los Angeles Angels,Houston Astros,5,10
1486,Oakland Athletics,Los Angeles Dodgers,2,0
1487,Washington Nationals,Miami Marlins,1,4
1488,Pittsburgh Pirates,Minnesota Twins,8,7
1489,San Diego Padres,New York Mets,0,4
1490,Arizona D'Backs,Seattle Mariners,8,4
1491,Milwaukee Brewers,San Francisco Giants,5,2
1492,Cincinnati Reds,St. Louis Cardinals,4,0
1493,Detroit Tigers,Tampa Bay Rays,2,10
1494,New York Yankees,Texas Rangers,21,5
1495,Philadelphia Phillies,Toronto Blue Jays,3,2
1496,Atlanta Braves,Baltimore Orioles,0,2
1497,Chicago White Sox,Boston Red Sox,9,2
1498,Colorado Rockies,Chicago Cubs,2,3
1499,Kansas City Royals,Cleveland Indians,1,12
1500,Los Angeles Angels,Houston Astros,3,6
1501,Oakland Athletics,Los Angeles Dodgers,7,10
1502,Washington Nationals,Miami Marlins,7,2
1503,Pittsburgh Pirates,Minnesota Twins,10,4
1504,San Diego Padres,New York Mets,7,3
1505,Arizona D'Backs,Seattle Mariners,8,2
1506,Milwaukee Brewers,San Francisco Giants,0,5
1507,Cincinnati Reds,St. Louis Cardinals,1,0
1508,Detroit Tigers,Tampa Bay Rays,2,1
1509,New York Yankees,Texas Rangers,2,5
1510,Philadelphia Phillies,Toronto Blue Jays,2,8
1511,Detroit Tigers,Baltimore Orioles,9,8
1512,Chicago White Sox,Boston Red Sox,2,8
1513,Pittsburgh Pirates,Cincinnati Reds,5,15
1514,Los Angeles Angels,Houston Astros,0,3
1515,Washington Nationals,Miami Marlins,1,0
1516,Chicago Cubs,Milwaukee Brewers,5,2
1517,Seattle Mariners,Minnesota Twins,5,9
1518,San Diego Padres,New York Mets,8,7
1519,Cleveland Indians,Oakland Athletics,3,1
1520,Atlanta Braves,Philadelphia Phillies,1,4
1521,Colorado Rockies,St. Louis Cardinals,8,9
1522,New York Yankees,Texas Rangers,6,7
1523,Kansas City Royals,Toronto Blue Jays,2,5
1524,Detroit Tigers,Baltimore Orioles,7,8
1525,Tampa Bay Rays,Boston Red Sox,5,7
1526,New York Yankees,Chicago White Sox,13,6
1527,Pittsburgh Pirates,Cincinnati Reds,5,4
1528,Arizona D'Backs,Houston Astros,6,4
1529,Los Angeles Angels,Los Angeles Dodgers,3,5
1530,San Diego Padres,Miami Marlins,8,3
1531,Chicago Cubs,Milwaukee Brewers,4,1
1532,Seattle Mariners,Minnesota Twins,6,1
1533,Washington Nationals,New York Mets,1,2
1534,Cleveland Indians,Oakland Athletics,2,1
1535,Atlanta Braves,Philadelphia Phillies,3,9
1536,Colorado Rockies,St. Louis Cardinals,0,7
1537,San Francisco Giants,Texas Rangers,3,6
1538,Kansas City Royals,Toronto Blue Jays,6,7
1539,Detroit Tigers,Baltimore Orioles,2,6
1540,Tampa Bay Rays,Boston Red Sox,7,11
1541,New York Yankees,Chicago White Sox,2,8
1542,Pittsburgh Pirates,Cincinnati Reds,3,4
1543,Arizona D'Backs,Houston Astros,2,9
1544,Los Angeles Angels,Los Angeles Dodgers,1,3
1545,San Diego Padres,Miami Marlins,5,3
1546,Chicago Cubs,Milwaukee Brewers,4,2
1547,Seattle Mariners,Minnesota Twins,2,3
1548,Washington Nationals,New York Mets,2,3
1549,Cleveland Indians,Oakland Athletics,1,5
1550,Atlanta Braves,Philadelphia Phillies,2,12
1551,Colorado Rockies,St. Louis Cardinals,6,2
1552,San Francisco Giants,Texas Rangers,9,7
1553,Kansas City Royals,Toronto Blue Jays,7,6
1554,Detroit Tigers,Baltimore Orioles,6,1
1555,Tampa Bay Rays,Boston Red Sox,4,3
1556,New York Yankees,Chicago White Sox,12,3
1557,Pittsburgh Pirates,Cincinnati Reds,3,0
1558,Arizona D'Backs,Houston Astros,1,4
1559,Los Angeles Angels,Los Angeles Dodgers,3,5
1560,San Diego Padres,Miami Marlins,2,5
1561,Chicago Cubs,Milwaukee Brewers,4,3
1562,Seattle Mariners,Minnesota Twins,4,1
1563,Washington Nationals,New York Mets,2,5
1564,Cleveland Indians,Oakland Athletics,1,2
1565,Atlanta Braves,Philadelphia Phillies,6,2
1566,Colorado Rockies,St. Louis Cardinals,2,3
1567,San Francisco Giants,Texas Rangers,1,2
1568,Kansas City Royals,Toronto Blue Jays,2,5
1569,Cleveland Indians,Los Angeles Angels,4,5
1570,San Francisco Giants,Atlanta Braves,8,9
1571,Tampa Bay Rays,Chicago White Sox,5,4
1572,Seattle Mariners,Colorado Rockies,8,7
1573,New York Mets,Miami Marlins,12,1
1574,San Diego Padres,Milwaukee Brewers,13,5
1575,Baltimore Orioles,Oakland Athletics,9,2
1576,Houston Astros,Texas Rangers,9,12
1577,Minnesota Twins,Toronto Blue Jays,1,5
1578,Arizona D'Backs,Washington Nationals,6,4
1579,Cleveland Indians,Los Angeles Angels,2,0
1580,San Francisco Giants,Atlanta Braves,8,3
1581,Tampa Bay Rays,Chicago White Sox,11,3
1582,St. Louis Cardinals,Cincinnati Reds,2,3
1583,Seattle Mariners,Colorado Rockies,10,4
1584,Kansas City Royals,Detroit Tigers,5,1
1585,New York Mets,Miami Marlins,5,1
1586,San Diego Padres,Milwaukee Brewers,1,4
1587,Boston Red Sox,New York Yankees,3,13
1588,Baltimore Orioles,Oakland Athletics,0,5
1589,Los Angeles Dodgers,Philadelphia Phillies,2,6
1590,Chicago Cubs,Pittsburgh Pirates,5,0
1591,Houston Astros,Texas Rangers,3,4
1592,Minnesota Twins,Toronto Blue Jays,1,3
1593,Arizona D'Backs,Washington Nationals,4,5
1594,Cleveland Indians,Los Angeles Angels,3,4
1595,San Francisco Giants,Atlanta Braves,6,1
1596,Tampa Bay Rays,Chicago White Sox,5,6
1597,St. Louis Cardinals,Cincinnati Reds,4,3
1598,Seattle Mariners,Colorado Rockies,5,7
1599,Kansas City Royals,Detroit Tigers,1,2
1600,New York Mets,Miami Marlins,8,6
1601,San Diego Padres,Milwaukee Brewers,5,8
1602,Boston Red Sox,New York Yankees,2,1
1603,Baltimore Orioles,Oakland Athletics,7,3
1604,Los Angeles Dodgers,Philadelphia Phillies,4,3
1605,Chicago Cubs,Pittsburgh Pirates,5,7
1606,Houston Astros,Texas Rangers,3,4
1607,Minnesota Twins,Toronto Blue Jays,7,9
1608,Arizona D'Backs,Washington Nationals,11,4
1609,Miami Marlins,Atlanta Braves,8,9
1610,San Francisco Giants,Chicago Cubs,4,5
1611,St. Louis Cardinals,Cincinnati Reds,3,0
1612,Kansas City Royals,Detroit Tigers,6,8
1613,San Diego Padres,Milwaukee Brewers,1,10
1614,Boston Red Sox,New York Yankees,1,2
1615,Houston Astros,Oakland Athletics,5,4
1616,Los Angeles Dodgers,Philadelphia Phillies,10,8
1617,Minnesota Twins,Toronto Blue Jays,3,9
1618,Arizona D'Backs,Washington Nationals,3,8
1619,Baltimore Orioles,Los Angeles Angels,4,8
1620,Cincinnati Reds,Arizona D'Backs,0,2
1621,Miami Marlins,Atlanta Braves,3,6
1622,San Francisco Giants,Chicago Cubs,3,7
1623,Minnesota Twins,Cleveland Indians,10,9
1624,Boston Red Sox,Detroit Tigers,7,2
1625,Chicago White Sox,Kansas City Royals,2,3
1626,St. Louis Cardinals,Milwaukee Brewers,6,0
1627,Toronto Blue Jays,New York Yankees,2,1
1628,Houston Astros,Oakland Athletics,1,3
1629,Los Angeles Dodgers,Pittsburgh Pirates,4,5
1630,Philadelphia Phillies,San Diego Padres,4,3
1631,Texas Rangers,Seattle Mariners,3,4
1632,New York Mets,Tampa Bay Rays,4,3
1633,Colorado Rockies,Washington Nationals,5,4
1634,Baltimore Orioles,Los Angeles Angels,5,0
1635,Cincinnati Reds,Arizona D'Backs,4,1
1636,Miami Marlins,Atlanta Braves,2,7
1637,San Francisco Giants,Chicago Cubs,6,8
1638,Minnesota Twins,Cleveland Indians,4,17
1639,Boston Red Sox,Detroit Tigers,6,7
1640,Chicago White Sox,Kansas City Royals,6,7
1641,St. Louis Cardinals,Milwaukee Brewers,3,0
1642,Toronto Blue Jays,New York Yankees,6,0
1643,Houston Astros,Oakland Athletics,1,2
1644,Los Angeles Dodgers,Pittsburgh Pirates,5,6
1645,Philadelphia Phillies,San Diego Padres,4,2
1646,Texas Rangers,Seattle Mariners,11,3
1647,New York Mets,Tampa Bay Rays,4,5
1648,Colorado Rockies,Washington Nationals,1,6
1649,Baltimore Orioles,Los Angeles Angels,4,5
1650,Cincinnati Reds,Arizona D'Backs,3,4
1651,Miami Marlins,Atlanta Braves,4,1
1652,San Francisco Giants,Chicago Cubs,0,2
1653,Minnesota Twins,Cleveland Indians,1,8
1654,Boston Red Sox,Detroit Tigers,7,2
1655,Chicago White Sox,Kansas City Royals,4,5
1656,St. Louis Cardinals,Milwaukee Brewers,4,5
1657,Toronto Blue Jays,New York Yankees,2,0
1658,Houston Astros,Oakland Athletics,4,5
1659,Los Angeles Dodgers,Pittsburgh Pirates,6,13
1660,Philadelphia Phillies,San Diego Padres,5,3
1661,Texas Rangers,Seattle Mariners,2,4
1662,New York Mets,Tampa Bay Rays,3,4
1663,Colorado Rockies,Washington Nationals,6,4
1664,Philadelphia Phillies,Arizona D'Backs,3,13
1665,Los Angeles Angels,Chicago White Sox,2,8
1666,Detroit Tigers,Kansas City Royals,0,4
1667,Washington Nationals,Los Angeles Dodgers,8,3
1668,Colorado Rockies,New York Mets,2,4
1669,Cincinnati Reds,San Diego Padres,1,2
1670,Baltimore Orioles,Seattle Mariners,3,2
1671,Philadelphia Phillies,Arizona D'Backs,1,13
1672,Los Angeles Angels,Chicago White Sox,0,3
1673,Milwaukee Brewers,Chicago Cubs,3,6
1674,New York Yankees,Cleveland Indians,4,5
